Log file started Tue Mar 08 20:55:08 2011
Tue Mar 08 20:55:08 2011: WSAStartup OK
Tue Mar 08 20:55:08 2011: Server's information: IP address: 127.0.0.1, port: 30004
Tue Mar 08 20:55:08 2011: No net interface given, using any interface available
Tue Mar 08 20:55:08 2011: No port defined, picking one for you
Tue Mar 08 20:55:08 2011: Opening UDP port = 1523
Tue Mar 08 20:55:08 2011: CArmyWar::Connect
Tue Mar 08 20:55:26 2011: LIBRARY: Client: got connect confirmation
Tue Mar 08 20:55:26 2011: LIBRARY: Client: adding a client
Tue Mar 08 20:55:26 2011: App: Client: Adding client with index 1
Tue Mar 08 20:55:26 2011: App: Client: Adding first client
Tue Mar 08 20:55:26 2011: App: Client: This one is local
Tue Mar 08 20:55:27 2011: Reading NONDELTAFRAME for client 1
Tue Mar 08 20:55:52 2011: Prediction error for frame 14:     0.000015, 0.000000

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 14:     0.000003, 0.000003

Tue Mar 08 20:55:52 2011: Client 1: Read key 9
Tue Mar 08 20:55:52 2011: Prediction error for frame 19:     0.000013, 0.000000

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 19:     0.000003, 0.000003

Tue Mar 08 20:55:52 2011: Prediction error for frame 25:     0.000013, -0.000015

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 25:     0.000002, 0.000004

Tue Mar 08 20:55:52 2011: Prediction error for frame 30:     0.000009, -0.000015

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 30:     0.000002, 0.000004

Tue Mar 08 20:55:52 2011: Prediction error for frame 36:     0.000011, -0.000031

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 36:     0.000002, 0.000004

Tue Mar 08 20:55:52 2011: Prediction error for frame 41:     0.000009, -0.000023

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 41:     0.000002, 0.000004

Tue Mar 08 20:55:52 2011: Prediction error for frame 47:     0.000010, -0.000031

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 47:     0.000002, 0.000004

Tue Mar 08 20:55:52 2011: Client 1: Read key 1
Tue Mar 08 20:55:52 2011: Prediction error for frame 53:     0.000007, -0.000038

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 53:     0.000000, 0.000004

Tue Mar 08 20:55:52 2011: Prediction error for frame 58:     0.000000, -0.000038

Tue Mar 08 20:55:52 2011: Prediction rot error for frame 58:     0.000000, 0.000005

Tue Mar 08 20:55:52 2011: Client 1: Read key 0
Tue Mar 08 20:55:53 2011: Client 1: Read key 1
Tue Mar 08 20:55:53 2011: Prediction error for frame 35:     0.000000, -0.711639

Tue Mar 08 20:55:53 2011: Prediction rot error for frame 35:     0.000000, 0.000005

Tue Mar 08 20:55:53 2011: Prediction error for frame 41:     0.000000, -0.000046

Tue Mar 08 20:55:53 2011: Prediction rot error for frame 41:     0.000000, 0.000005

Tue Mar 08 20:55:53 2011: Client 1: Read key 0
Tue Mar 08 20:55:53 2011: Prediction error for frame 46:     0.000000, -0.779381

Tue Mar 08 20:55:53 2011: Prediction rot error for frame 46:     0.000000, 0.000005

Tue Mar 08 20:55:55 2011: Client 1: Read key 1
Tue Mar 08 20:55:55 2011: Prediction error for frame 9:     0.000000, -0.678017

Tue Mar 08 20:55:55 2011: Prediction rot error for frame 9:     0.000000, 0.000005

Tue Mar 08 20:55:55 2011: Prediction error for frame 14:     0.000000, -0.053070

Tue Mar 08 20:55:55 2011: Prediction rot error for frame 14:     0.000000, 0.000005

Tue Mar 08 20:55:55 2011: Client 1: Read key 0
Tue Mar 08 20:55:55 2011: Prediction error for frame 20:     0.000000, -1.530037

Tue Mar 08 20:55:55 2011: Prediction rot error for frame 20:     0.000000, 0.000005

Tue Mar 08 20:55:56 2011: Client 1: Read key 1
Tue Mar 08 20:55:56 2011: Prediction error for frame 34:     0.000000, -0.593773

Tue Mar 08 20:55:56 2011: Prediction rot error for frame 34:     0.000000, 0.000005

Tue Mar 08 20:55:56 2011: Prediction error for frame 39:     0.000000, -0.000038

Tue Mar 08 20:55:56 2011: Prediction rot error for frame 39:     0.000000, 0.000005

Tue Mar 08 20:55:56 2011: Prediction error for frame 45:     0.000000, -0.000038

Tue Mar 08 20:55:56 2011: Prediction rot error for frame 45:     0.000000, 0.000005

Tue Mar 08 20:55:57 2011: Client 1: Read key 0
Tue Mar 08 20:55:57 2011: Client 1: Read key 4
Tue Mar 08 20:55:57 2011: Prediction error for frame 16:     -0.305742, -0.492729

Tue Mar 08 20:55:57 2011: Prediction rot error for frame 16:     -0.000002, 0.000004

Tue Mar 08 20:55:57 2011: Prediction error for frame 21:     -0.000015, -0.000011

Tue Mar 08 20:55:57 2011: Prediction rot error for frame 21:     -0.000007, 0.000000

Tue Mar 08 20:55:57 2011: Prediction error for frame 26:     -0.000015, -0.000019

Tue Mar 08 20:55:57 2011: Prediction rot error for frame 26:     -0.000004, 0.000004

Tue Mar 08 20:55:57 2011: Client 1: Read key 0
Tue Mar 08 20:55:57 2011: Prediction error for frame 32:     -0.140763, 0.000000

Tue Mar 08 20:55:57 2011: Prediction rot error for frame 32:     -0.000004, 0.000004

Tue Mar 08 20:55:58 2011: Client 1: Read key 4
Tue Mar 08 20:55:58 2011: Prediction error for frame 16:     -0.665219, 0.000000

Tue Mar 08 20:55:58 2011: Prediction rot error for frame 16:     -0.000004, 0.000004

Tue Mar 08 20:55:58 2011: Prediction error for frame 21:     -0.028874, -0.000019

Tue Mar 08 20:55:58 2011: Prediction rot error for frame 21:     -0.000004, 0.000004

Tue Mar 08 20:55:58 2011: Client 1: Read key 0
Tue Mar 08 20:55:58 2011: Prediction error for frame 27:     -1.064170, 0.000000

Tue Mar 08 20:55:58 2011: Prediction rot error for frame 27:     -0.000004, 0.000004

Tue Mar 08 20:55:59 2011: Client 1: Read key 1
Tue Mar 08 20:55:59 2011: Prediction error for frame 11:     -0.615942, -0.318134

Tue Mar 08 20:55:59 2011: Prediction rot error for frame 11:     -0.000002, 0.000005

Tue Mar 08 20:55:59 2011: Client 1: Read key 0
Tue Mar 08 20:55:59 2011: Prediction error for frame 16:     -0.224599, -0.385124

Tue Mar 08 20:55:59 2011: Prediction rot error for frame 16:     -0.000001, 0.000005

Tue Mar 08 20:56:00 2011: Client 1: Read key 1
Tue Mar 08 20:56:00 2011: Prediction error for frame 63:     -0.059379, -0.715702

Tue Mar 08 20:56:00 2011: Prediction rot error for frame 63:     -0.000001, 0.000005

Tue Mar 08 20:56:00 2011: Client 1: Read key 0
Tue Mar 08 20:56:00 2011: Prediction error for frame 5:     -0.000001, -0.724686

Tue Mar 08 20:56:00 2011: Prediction rot error for frame 5:     -0.000000, 0.000005

Tue Mar 08 20:56:00 2011: Client 1: Read key 4
Tue Mar 08 20:56:00 2011: Prediction error for frame 16:     -0.293396, -0.446785

Tue Mar 08 20:56:00 2011: Prediction rot error for frame 16:     -0.000003, 0.000005

Tue Mar 08 20:56:00 2011: Prediction error for frame 21:     -0.000018, -0.000011

Tue Mar 08 20:56:00 2011: Prediction rot error for frame 21:     -0.000008, 0.000000

Tue Mar 08 20:56:01 2011: Client 1: Read key 0
Tue Mar 08 20:56:01 2011: Client 1: Read key 4
Tue Mar 08 20:56:01 2011: Prediction error for frame 57:     -0.272003, 0.000000

Tue Mar 08 20:56:01 2011: Prediction rot error for frame 57:     -0.000004, 0.000004

Tue Mar 08 20:56:01 2011: Prediction error for frame 62:     -0.500669, -0.000019

